,enumeration_type,number,last_updated_epoch,created_epoch,other_names,addresses,taxonomies,identifiers,basic.organization_name,basic.organizational_subpart,basic.enumeration_date,basic.last_updated,basic.status,basic.authorized_official_first_name,basic.authorized_official_last_name,basic.authorized_official_middle_name,basic.authorized_official_telephone_number,basic.authorized_official_title_or_position,basic.authorized_official_name_prefix,basic.name,basic.first_name,basic.last_name,basic.middle_name,basic.credential,basic.sole_proprietor,basic.gender,basic.name_prefix,basic.authorized_official_credential,basic.certification_date,basic.authorized_official_name_suffix,basic.name_suffix,practiceLocations,endpoints,basic.parent_organization_ein,basic.parent_organization_legal_business_name,basic.reactivation_date,basic.deactivation_date
413,NPI-1,1649632217,1551190965,1458691200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12419 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-8442', 'fax_number': '501-224-2900'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12419 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722231727', 'telephone_number': '501-223-8442', 'fax_number': '501-224-2900'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '4253'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': False, 'state': 'TX', 'license': '31710'}]",[],,,2016-03-23,2019-02-26,A,,,,,,,HEATH ELIZABETH,ELIZABETH,HEATH,MAURER,"D.D.S., M.S.D.",NO,F,DR.,,,,,"[{'address_type': 'DOM', 'address_1': '7500 KIRBY DR', 'address_2': 'APT 646', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '770304300', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '214-995-0254', 'update_date': '2019-02-26 14:02'}, {'address_type': 'DOM', 'address_1': '1226 FERGUSON DR STE 2', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720153567', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-223-8442', 'update_date': '2019-02-26 14:02'}, {'address_type': 'DOM', 'address_1': '2301 SPRINGHILL RD STE 105', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720197567', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-223-8442', 'update_date': '2019-02-26 14:02'}]",,,,,
414,NPI-1,1447321708,1425340800,1163116800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3310 HIGHWAY 5 NORTH', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-847-7070', 'fax_number': '501-847-9809'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3310 HWY 5 NORTH', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-847-7070', 'fax_number': '501-847-9809'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': False, 'state': 'TN', 'license': '8399'}, {'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3605'}]",[],,,2006-11-10,2015-03-03,A,,,,,,,WALL MARKS KATHLEEN,KATHLEEN,WALL MARKS,A,DDS,NO,F,DR.,,,,,,,,,,
415,NPI-1,1861665515,1255564800,1207094400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '407 HIGHWAY 5 NORTH', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-315-3145', 'fax_number': '501-794-2033'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '407 HIGHWAY 5 NORTH', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-315-3145', 'fax_number': '501-794-2033'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3339'}]",[],,,2008-04-02,2009-10-15,A,,,,,,,BETHEL JUSTIN,JUSTIN,BETHEL,,DDS,YES,M,DR.,,,,,,,,,,
416,NPI-2,1679737621,1219276800,1216252800,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '425 HWY 5 NORTH', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-375-3145'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '425 HWY 5 NORTH', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-375-3145'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '168714631', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",BENTON DENTAL ASSOCIATES,NO,2008-07-17,2008-08-21,A,JUSTIN,BETHEL,C.,501-375-3145,DENTIST,DR.,BENTON DENTAL ASSOCIATES,,,,,,,,DDS,,,,,,,,,
417,NPI-1,1497912927,1502841600,1211328000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3305 HIGHWAY 5 N.', 'address_2': 'SUITE 1', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '501-778-9222', 'fax_number': '501-778-9223'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3305 HIGHWAY 5 N.', 'address_2': 'SUITE 1', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '72019', 'telephone_number': '#(501) 778-9222', 'fax_number': '501-778-9223'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': 'AR3521'}]","[{'identifier': '169089608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}, {'identifier': '00001871870', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'UCCI'}]",,,2008-05-21,2017-08-16,A,,,,,,,FULKS CLINT,CLINT,FULKS,ALLEN,D.D.S.,NO,M,MR.,,,,,,,,,,
418,NPI-1,1396069878,1269561600,1269561600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '1037 KELLEY', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720192216', 'telephone_number': '901-351-8307'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1037 KELLEY', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720192216', 'telephone_number': '901-351-8307'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '3753'}]",[],,,2010-03-26,2010-03-26,A,,,,,,,WEAVER LORI,LORI,WEAVER,LYNN,DDS,NO,F,,,,,,,,,,,
419,NPI-2,1366639585,1191542400,1191283200,"[{'organization_name': ""SALINE COUNTY CHILDREN'S DENTISTRY"", 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2305 SPRINGHILL RD', 'address_2': 'SUITE 1', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720197552', 'telephone_number': '501-847-7070'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2305 SPRINGHILL RD', 'address_2': 'SUITE 1', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720197552', 'telephone_number': '501-847-7070'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3619', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],MARKS CHILDREN'S DENTISTRY,NO,2007-10-02,2007-10-05,A,DEREK,MARKS,THOMAS,501-847-7070,OWNER OPERATOR,DR.,MARKS CHILDREN'S DENTISTRY,,,,,,,,D.D.S.,,,,,,,,,
420,NPI-2,1053703249,1424736000,1424736000,"[{'organization_name': 'IMPACT ORAL SURGERY', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '2305 SPRINGHILL RD', 'address_2': 'SUITE 1', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720197552', 'telephone_number': '501-408-4774'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '5100 TALLEY RD', 'address_2': 'SUITE 100', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722048032', 'telephone_number': '501-781-2777', 'fax_number': '501-781-2778'}]","[{'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],AXPM ORAL SURGERY PLLC,YES,2015-02-24,2015-02-24,A,BRYAN,HILLER,,501-781-2777,MANAGER,DR.,AXPM ORAL SURGERY PLLC,,,,,,,,"DDS, MS",,,,,,<UNAVAIL>,"MARK L. DAKE, DDS, MSD AND BRYAN C. HILLER, DMD, MS ORTHODONTIC ASSOCI",,
421,NPI-1,1740508217,1494374400,1273363200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3310 HWY 5 N', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720199031', 'telephone_number': '501-847-7070'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3310 HIGHWAY 5 NORTH', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '72022', 'telephone_number': '501-847-7070'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '3795'}]",[],,,2010-05-09,2017-05-10,A,,,,,,,FARMER SARAH,SARAH,FARMER,NORRIS,,YES,F,,,,,,,,,,,
422,NPI-1,1760041362,1559931693,1559865600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3310 HIGHWAY 5 N', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720199031', 'telephone_number': '501-847-7070'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '1088 N HILLS RD', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720195446', 'telephone_number': '501-317-6501'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': '4348'}]",[],,,2019-06-07,2019-06-07,A,,,,,,,BRASHEARS CHELSEA,CHELSEA,BRASHEARS,ANN,DMD,NO,F,DR.,,,,,,,,,,
423,NPI-1,1124519350,1562879946,1527033600,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '3310 HWY 5 N', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720199031', 'telephone_number': '501-847-7070'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3310 HWY 5 N', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720199031', 'telephone_number': '501-847-7070'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': True, 'state': 'AR', 'license': '4359'}]",[],,,2018-05-23,2019-07-11,A,,,,,,,JENKINS THOMAS,THOMAS,JENKINS,DRISKILL,DDS,NO,M,DR.,,,,,,,,,,
424,NPI-2,1578661914,1426723200,1158710400,"[{'organization_name': 'ARKANSAS DENTISTRY AND BRACES', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '407 HIGHWAY 5 N', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720199778', 'telephone_number': '501-315-3145', 'fax_number': '501-794-2033'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '3782 N FRONT ST STE 1', 'address_2': '', 'city': 'FAYETTEVILLE', 'state': 'AR', 'postal_code': '727035906', 'telephone_number': '479-445-6335'}]","[{'code': '1223P0221X', 'desc': 'Dentist Pediatric Dentistry', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223S0112X', 'desc': 'Dentist Oral and Maxillofacial Surgery', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': False, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}, {'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193200000X MULTI-SPECIALTY GROUP'}]",[],BETHEL BURRIS OLIVER PLLC,NO,2006-09-20,2015-03-19,A,BENJAMIN,BURRIS,G,479-445-6335,OWNER,DR.,BETHEL BURRIS OLIVER PLLC,,,,,,,,"DDS, MDS, PA",,,,,,,,,
425,NPI-1,1225221567,1326412800,1187654400,"[{'code': '1', 'type': 'Former Name', 'last_name': 'JEFFUS', 'first_name': 'BROOKE', 'middle_name': 'JANICE'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '407 HWY 5 N', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720199778', 'telephone_number': '501-315-3145', 'fax_number': '501-778-1633'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '407 HWY 5 N', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720199778', 'telephone_number': '501-315-3145', 'fax_number': '501-778-1633'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3631'}]",[],,,2007-08-21,2012-01-13,A,,,,,,,JEFFUS BROOKE,BROOKE,JEFFUS,JANICE,D.D.S.,NO,F,DR.,,,,,,,,,,
426,NPI-1,1649632217,1551190965,1458691200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '12419 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '72223', 'telephone_number': '501-223-8442', 'fax_number': '501-224-2900'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '12419 CANTRELL RD', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722231727', 'telephone_number': '501-223-8442', 'fax_number': '501-224-2900'}]","[{'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': True, 'state': 'AR', 'license': '4253'}, {'code': '1223X0400X', 'desc': 'Dentist Orthodontics and Dentofacial Orthopedics', 'primary': False, 'state': 'TX', 'license': '31710'}]",[],,,2016-03-23,2019-02-26,A,,,,,,,HEATH ELIZABETH,ELIZABETH,HEATH,MAURER,"D.D.S., M.S.D.",NO,F,DR.,,,,,"[{'address_type': 'DOM', 'address_1': '7500 KIRBY DR', 'address_2': 'APT 646', 'city': 'HOUSTON', 'state': 'TX', 'postal_code': '770304300', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '214-995-0254', 'update_date': '2019-02-26 14:02'}, {'address_type': 'DOM', 'address_1': '1226 FERGUSON DR STE 2', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720153567', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-223-8442', 'update_date': '2019-02-26 14:02'}, {'address_type': 'DOM', 'address_1': '2301 SPRINGHILL RD STE 105', 'address_2': '', 'city': 'BRYANT', 'state': 'AR', 'postal_code': '720197567', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-223-8442', 'update_date': '2019-02-26 14:02'}]",,,,,
427,NPI-1,1336708254,1560430845,1560384000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '301 N SHACKLEFORD RD STE B1', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722112882', 'telephone_number': '501-227-5155'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '2405 HICKORYNUT CT', 'address_2': '', 'city': 'LITTLE ROCK', 'state': 'AR', 'postal_code': '722114573', 'telephone_number': '501-519-3141'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '4360'}]",[],,,2019-06-13,2019-06-13,A,,,,,,,KUHN LOGAN,LOGAN,KUHN,HOBBS,DDS,NO,M,DR.,,,,,"[{'address_type': 'DOM', 'address_1': '20770 I 30 STE 100', 'address_2': '', 'city': 'BENTON', 'state': 'AR', 'postal_code': '720198826', 'country_code': 'US', 'country_name': 'United States', 'telephone_number': '501-777-3082', 'update_date': '2019-06-13 12:06'}]",,,,,
428,NPI-2,1659517910,1229385600,1229385600,"[{'organization_name': 'CARL N OVERCASH, DDS', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '105 S MAIN AVE', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '720213207', 'telephone_number': '870-734-4722', 'fax_number': '870-734-3236'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '105 S MAIN AVE', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '720213207', 'telephone_number': '870-734-4722', 'fax_number': '870-734-3236'}]","[{'code': '261QD0000X', 'desc': 'Clinic/Center Dental', 'primary': True, 'state': 'AR', 'license': '2584'}]",[],CARL N OVERCASH,NO,2008-12-16,2008-12-16,A,CARL,OVERCASH,NORVIN,870-734-4722,OWNER,DR.,CARL N OVERCASH,,,,,,,,DDS,,,,,,,,,
429,NPI-1,1962500215,1183852800,1158710400,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '206 NORTH MAIN', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '72021', 'telephone_number': '870-734-2700', 'fax_number': '870-734-9969'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '206 NORTH MAIN', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '72021', 'telephone_number': '870-734-2700', 'fax_number': '870-734-9969'}]","[{'code': '122300000X', 'desc': 'Dentist', 'primary': True, 'state': 'AR', 'license': 'AR3196'}]","[{'identifier': '5F113', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'BCBS- ARKANSAS'}, {'identifier': '46314', 'code': '01', 'desc': 'Other', 'state': 'AR', 'issuer': 'NATIONAL CONCORDIAN'}]",,,2006-09-20,2007-07-08,A,,,,,,,BARKER JOSEPH,JOSEPH,BARKER,S,DDS,NO,M,,,,,,,,,,,
430,NPI-1,1386726362,1605697079,1161216000,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '105 S MAIN AVE', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '72021', 'telephone_number': '870-734-4722', 'fax_number': '870-734-3236'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '105 S MAIN AVE', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '72021', 'telephone_number': '870-734-4722', 'fax_number': '870-734-3236'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '2584'}]","[{'identifier': '103570608', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",,,2006-10-19,2020-11-18,A,,,,,,,OVERCASH CARL,CARL,OVERCASH,NORVIN,DDS,YES,M,DR.,,2020-11-18,,,,,,,,
431,NPI-2,1366909343,1552413084,1551139200,[],"[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '206 N MAIN ST', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '720212822', 'telephone_number': '870-734-2700'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '206 N MAIN ST', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '720212822', 'telephone_number': '870-734-2700'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': '', 'license': '', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]",[],"BRINKLEY SMILE CENTER, PLLC",NO,2019-02-26,2019-03-12,A,CHAD,MATONE,,888-377-3978,OWNER,,"BRINKLEY SMILE CENTER, PLLC",,,,,,,,DDS,,,,,,,,,
432,NPI-2,1972859031,1343260800,1343260800,"[{'organization_name': 'BARKER FAMILY DENTISTRY', 'code': '3', 'type': 'Doing Business As'}]","[{'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'LOCATION', 'address_type': 'DOM', 'address_1': '206 N MAIN ST', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '720212822', 'telephone_number': '870-734-2700', 'fax_number': '870-734-9969'}, {'country_code': 'US', 'country_name': 'United States', 'address_purpose': 'MAILING', 'address_type': 'DOM', 'address_1': '206 N MAIN ST', 'address_2': '', 'city': 'BRINKLEY', 'state': 'AR', 'postal_code': '720212822', 'telephone_number': '870-734-2700', 'fax_number': '870-734-9969'}]","[{'code': '1223G0001X', 'desc': 'Dentist General Practice', 'primary': True, 'state': 'AR', 'license': '3196', 'taxonomy_group': '193400000X SINGLE SPECIALTY  GROUP'}]","[{'identifier': '152882631', 'code': '05', 'desc': 'MEDICAID', 'state': 'AR', 'issuer': ''}]",JOSEPH S. BARKER DDS PA,NO,2012-07-26,2012-07-26,A,JOSEPH,BARKER,SHELTON,870-734-2700,OWNER,DR.,JOSEPH S. BARKER DDS PA,,,,,,,,DDS,,,,,,,,,
